1, 5.772
2, 11.38
3, 16.93
4, 22.71
5, 27.59
6, 33.34
7, 38.14
8, 44.21
9, 47.51
10, 50.49
11, 55.14
12, 57.16
13, 61.97
14, 66.06
15, 69.92
16, 77.68
17, 78.18
18, 80.54
19, 84.71
20, 88.55
21, 93.03
22, 94.8
23, 96.57
24, 102.3
25, 94.15
26, 102.0
27, 100.4
28, 111.8
29, 108.6
30, 105.6
31, 120.7
32, 124.7
